text,label_text,label
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative,0
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,0
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",neutral,1
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,1
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,2
The deal was worth about EUR 1.2 mn .,neutral,1
Also the development of online businesses will continue .,neutral,1
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",positive,2
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",neutral,1
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",neutral,1
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive,2
`` We could be there .,neutral,1
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,1
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",positive,2
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral,1
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,1
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,1
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral,1
It is expected to be completed by the end of 2007 .,neutral,1
The total value of these two contracts is over EUR 21 million .,neutral,1
Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative,0
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,1
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,2
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,neutral,1
"It is necessary to strengthen the company 's operations , however .",neutral,1
Each share is entitled to one vote .,neutral,1
"Includes company and brand share data by category , as well as distribution channel data .",neutral,1
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive,2
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,2
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral,1
The studies are expected to start in 2008 .,neutral,1
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive,2
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,1
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,1
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,1
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral,1
Operating profit margin increased from 11.2 % to 11.7 % .,positive,2
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,1
"The share capital of Basware Corporation is 11,720,829 .",neutral,1
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,0
"In his current position , Manty has worked since 1996 .",neutral,1
The invention carries International Patent Publication No. .,neutral,1
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral,1
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,2
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,1
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",neutral,1
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,0
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,1
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,1
The terms of the transactions remained undisclosed .,neutral,1
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,1
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,2
The closing of such transaction took place today .,neutral,1
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,1
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,1
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,1
Viking Line manages well with its current ferries .,positive,2
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,1
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,1
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral,1
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,2
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral,1
Investments are not disclosed .,neutral,1
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,1
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral,1
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,1
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive,2
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,1
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,1
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,2
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral,1
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,1
The deliveries are scheduled for the summer and autumn of 2008 .,neutral,1
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",neutral,1
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,1
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral,1
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,1
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,1
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,0
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,neutral,1
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,2
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral,1
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",neutral,1
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,0
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,2
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative,0
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative,0
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",negative,0
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,1
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,0
The firm builds components for mobile phones and other communications products .,neutral,1
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,0
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,1
The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,1
"`` Over the years , the color orange has become synonymous with quality .",neutral,1
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,2
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,1
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,2
The company reiterates its outlook for 2009 .,neutral,1
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral,1
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral,1
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative,0
Net sales surged by 30 % to EUR 36 million .,positive,2
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,2
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,2
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral,1
The financial details of the acquisition were not disclosed .,neutral,1
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral,1
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,2
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive,2
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive,2
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,1
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,1
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,2
Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,1
The dividends payable annually shall be deducted from the share subscription price .,neutral,1
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral,1
"Ethanol would be made from barley , and production could start in 2008 .",neutral,1
"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral,1
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,1
"The total investment necessary will be EUR40m , the company estimated .",neutral,1
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",positive,2
"Financial , strategic and operational factors are considered .",neutral,1
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,1
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",neutral,1
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,negative,0
Each year the dividend is deducted from the subscription price .,neutral,1
The value of the orders is about EUR 25mn .,neutral,1
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,1
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,1
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,2
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,1
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,2
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,neutral,1
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,1
The value of the contracts is about EUR 3.3 mn .,neutral,1
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,2
Both the net sales and operating profit were record high in the company 's history .,positive,2
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,1
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral,1
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,1
The new chain has 700 discount stores and 250 supermarkets .,neutral,1
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,1
"Previously , the company anticipated its operating profit to improve over the same period .",positive,2
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral,1
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,1
The combined capital of these funds is expected to be EUR 100mn-150mn .,neutral,1
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive,2
Orders received grew by 55 % year-on-year to EUR732m .,positive,2
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral,1
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,1
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative,0
Exports grew 16.5 percent to 19.1 million liters .,positive,2
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,2
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,2
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral,1
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,1
"When dialing in , the participants should quote 877417 as conference ID .",neutral,1
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral,1
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,2
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral,1
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral,1
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,2
Insurance policies should be simple .,neutral,1
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,2
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral,1
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative,0
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,1
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,1
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,2
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral,1
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,1
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,1
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,0
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral,1
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,1
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,2
The products have a low salt and fat content .,neutral,1
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,2
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",neutral,1
The combined value of the orders is almost EUR 3mn .,neutral,1
"Also , a six-year historic analysis is provided for this market .",neutral,1
The solid fuel is heated before sludge is mixed therein . '',neutral,1
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,1
"In addition , the contract includes modification of the effluent treatment plant at Follum .",neutral,1
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral,1
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral,1
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative,0
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,0
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative,0
To see a slide show of all the newest product releases from Fiskars .,neutral,1
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,2
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,neutral,1
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,2
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive,2
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive,2
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral,1
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,positive,2
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",neutral,1
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral,1
New Novator products are supposed to be exported .,neutral,1
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,neutral,1
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral,1
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral,1
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",neutral,1
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,2
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,1
The value of the deal has not been disclosed .,neutral,1
Otherwise the situation is under control .,neutral,1
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive,2
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral,1
This resulted in improved sales figures in Sweden .,positive,2
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,1
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral,1
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,1
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral,1
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,1
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral,1
He confirmed his view on July 6 .,neutral,1
The site will cover over six hectares .,neutral,1
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,2
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,1
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive,2
The order is included in Metso 's fourth quarter 2007 order backlog .,neutral,1
Reported operating margin was a negative 5.9 % .,negative,0
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",neutral,1
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,2
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,1
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,1
The order is related to renewing the network of the telecommunications operator .,neutral,1
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,1
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,1
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,neutral,1
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,0
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,2
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",neutral,1
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,0
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral,1
"After the transaction , Tikkurila has no powder coatings related operations .",neutral,1
"When the product is manufactured in Finland , it is also packed in the country .",neutral,1
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,1
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,2
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,0
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,0
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,2
The transaction is expected to be finalized by Dec 2009 .,neutral,1
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",neutral,1
"The company can not give up palm oil altogether , however .",neutral,1
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,2
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive,2
"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",positive,2
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,1
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,1
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,1
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral,1
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral,1
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,1
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral,1
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,neutral,1
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral,1
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",positive,2
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,1
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",neutral,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,1
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral,1
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,1
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,2
